amfi_code,date,nav,nav
102885,2024-04-22,128.0138,128.0138
102885,2024-04-23,128.5712,128.5712
102885,2024-04-24,128.2531,128.2531
102885,2024-04-25,126.9231,126.9231
102885,2024-04-26,128.2864,128.2864
102885,2024-04-29,128.8797,128.8797
102885,2024-04-30,128.1337,128.1337
102885,2024-05-01,128.4568,128.4568
102885,2024-05-02,129.5865,129.5865
102885,2024-05-03,129.7723,129.7723
102885,2024-05-06,130.093,130.093
102885,2024-05-07,131.2648,131.2648
102885,2024-05-08,132.9964,132.9964
102885,2024-05-09,132.9347,132.9347
102885,2024-05-10,131.5545,131.5545
102885,2024-05-13,130.2259,130.2259
102885,2024-05-14,129.5579,129.5579
102885,2024-05-15,128.6361,128.6361
102885,2024-05-16,126.9413,126.9413
102885,2024-05-17,128.9434,128.9434
102885,2024-05-20,129.569,129.569
102885,2024-05-21,129.081,129.081
102885,2024-05-22,129.1132,129.1132
102885,2024-05-23,127.3038,127.3038
102885,2024-05-24,128.5824,128.5824
102885,2024-05-27,126.6111,126.6111
102885,2024-05-28,127.2066,127.2066
102885,2024-05-29,125.3705,125.3705
102885,2024-05-30,125.0106,125.0106
102885,2024-05-31,126.3545,126.3545
102885,2024-06-03,124.7393,124.7393
102885,2024-06-04,124.6518,124.6518
102885,2024-06-05,125.3589,125.3589
102885,2024-06-06,125.9013,125.9013
102885,2024-06-07,126.0387,126.0387
102885,2024-06-10,126.6167,126.6167
102885,2024-06-11,126.05,126.05
102885,2024-06-12,128.127,128.127
102885,2024-06-13,126.5134,126.5134
102885,2024-06-14,127.789,127.789
102885,2024-06-17,128.0535,128.0535
102885,2024-06-18,128.7687,128.7687
102885,2024-06-19,129.6762,129.6762
102885,2024-06-20,130.3348,130.3348
102885,2024-06-21,129.5389,129.5389
102885,2024-06-24,129.3022,129.3022
102885,2024-06-25,127.8402,127.8402
102885,2024-06-26,127.5939,127.5939
102885,2024-06-27,127.9973,127.9973
102885,2024-06-28,128.7017,128.7017
102885,2024-07-01,129.1815,129.1815
102885,2024-07-02,127.4038,127.4038
102885,2024-07-03,126.8841,126.8841
102885,2024-07-04,126.2629,126.2629
102885,2024-07-05,124.9799,124.9799
102885,2024-07-08,124.1913,124.1913
102885,2024-07-09,124.2567,124.2567
102885,2024-07-10,125.7685,125.7685
102885,2024-07-11,124.8551,124.8551
102885,2024-07-12,123.7701,123.7701
102885,2024-07-15,123.2275,123.2275
102885,2024-07-16,123.6323,123.6323
102885,2024-07-17,124.9419,124.9419
102885,2024-07-18,124.9178,124.9178
102885,2024-07-19,123.5111,123.5111
102885,2024-07-22,122.3333,122.3333
102885,2024-07-23,122.5853,122.5853
102885,2024-07-24,123.6523,123.6523
102885,2024-07-25,125.5694,125.5694
102885,2024-07-26,124.4236,124.4236
102885,2024-07-29,124.6303,124.6303
102885,2024-07-30,123.6474,123.6474
102885,2024-07-31,122.8042,122.8042
102885,2024-08-01,121.8821,121.8821
102885,2024-08-02,121.6117,121.6117
102885,2024-08-05,120.7985,120.7985
102885,2024-08-06,123.3393,123.3393
102885,2024-08-07,122.9393,122.9393
102885,2024-08-08,124.0018,124.0018
102885,2024-08-09,123.3975,123.3975
102885,2024-08-12,125.7399,125.7399
102885,2024-08-13,126.1545,126.1545
102885,2024-08-14,127.0877,127.0877
102885,2024-08-15,126.5393,126.5393
102885,2024-08-16,127.621,127.621
102885,2024-08-19,128.0375,128.0375
102885,2024-08-20,127.7066,127.7066
102885,2024-08-21,126.6476,126.6476
102885,2024-08-22,126.4666,126.4666
102885,2024-08-23,126.1975,126.1975
102885,2024-08-26,127.1644,127.1644
102885,2024-08-27,126.9883,126.9883
102885,2024-08-28,125.0701,125.0701
102885,2024-08-29,125.7986,125.7986
102885,2024-08-30,127.2035,127.2035
102885,2024-09-02,125.5445,125.5445
102885,2024-09-03,127.4795,127.4795
102885,2024-09-04,129.0124,129.0124
102885,2024-09-05,128.4138,128.4138
102885,2024-09-06,127.31,127.31
102885,2024-09-09,128.4789,128.4789
102885,2024-09-10,127.1114,127.1114
102885,2024-09-11,126.4828,126.4828
102885,2024-09-12,125.1925,125.1925
102885,2024-09-13,125.2632,125.2632
102885,2024-09-16,126.8406,126.8406
102885,2024-09-17,127.2963,127.2963
102885,2024-09-18,128.4283,128.4283
102885,2024-09-19,128.1249,128.1249
102885,2024-09-20,128.2932,128.2932
102885,2024-09-23,127.0767,127.0767
102885,2024-09-24,127.0414,127.0414
102885,2024-09-25,126.3328,126.3328
102885,2024-09-26,126.2322,126.2322
102885,2024-09-27,126.0607,126.0607
102885,2024-09-30,125.8014,125.8014
102885,2024-10-01,128.0575,128.0575
102885,2024-10-02,129.9917,129.9917
102885,2024-10-03,131.5758,131.5758
102885,2024-10-04,133.5932,133.5932
102885,2024-10-07,135.2248,135.2248
102885,2024-10-08,135.2698,135.2698
102885,2024-10-09,135.2012,135.2012
102885,2024-10-10,135.532,135.532
102885,2024-10-11,135.3681,135.3681
102885,2024-10-14,134.2893,134.2893
102885,2024-10-15,134.6854,134.6854
102885,2024-10-16,133.0376,133.0376
102885,2024-10-17,133.2564,133.2564
102885,2024-10-18,132.2435,132.2435
102885,2024-10-21,132.2239,132.2239
102885,2024-10-22,132.4995,132.4995
102885,2024-10-23,132.1853,132.1853
102885,2024-10-24,130.4886,130.4886
102885,2024-10-25,129.292,129.292
102885,2024-10-28,129.845,129.845
102885,2024-10-29,129.3203,129.3203
102885,2024-10-30,129.9827,129.9827
102885,2024-10-31,130.0601,130.0601
102885,2024-11-01,129.9166,129.9166
102885,2024-11-04,130.3542,130.3542
102885,2024-11-05,129.7026,129.7026
102885,2024-11-06,130.1957,130.1957
102885,2024-11-07,129.8162,129.8162
102885,2024-11-08,132.6091,132.6091
102885,2024-11-11,131.4512,131.4512
102885,2024-11-12,131.1348,131.1348
102885,2024-11-13,130.8624,130.8624
102885,2024-11-14,129.4884,129.4884
102885,2024-11-15,130.3276,130.3276
102885,2024-11-18,129.9378,129.9378
102885,2024-11-19,127.4958,127.4958
102885,2024-11-20,128.2898,128.2898
102885,2024-11-21,127.689,127.689
102885,2024-11-22,127.6452,127.6452
102885,2024-11-25,128.4209,128.4209
102885,2024-11-26,128.104,128.104
102885,2024-11-27,127.7793,127.7793
102885,2024-11-28,130.4519,130.4519
102885,2024-11-29,128.2374,128.2374
102885,2024-12-02,126.9594,126.9594
102885,2024-12-03,125.894,125.894
102885,2024-12-04,127.818,127.818
102885,2024-12-05,127.2106,127.2106
102885,2024-12-06,127.5269,127.5269
102885,2024-12-09,127.0983,127.0983
102885,2024-12-10,127.7936,127.7936
102885,2024-12-11,127.8462,127.8462
102885,2024-12-12,128.1776,128.1776
102885,2024-12-13,129.6027,129.6027
102885,2024-12-16,130.138,130.138
102885,2024-12-17,129.4237,129.4237
102885,2024-12-18,129.8218,129.8218
102885,2024-12-19,132.4872,132.4872
102885,2024-12-20,133.1702,133.1702
102885,2024-12-23,133.4048,133.4048
102885,2024-12-24,131.9839,131.9839
102885,2024-12-25,132.8378,132.8378
102885,2024-12-26,133.859,133.859
102885,2024-12-27,134.2715,134.2715
102885,2024-12-30,134.4664,134.4664
102885,2024-12-31,137.693,137.693
102885,2025-01-01,138.7325,138.7325
102885,2025-01-02,140.2208,140.2208
102885,2025-01-03,140.37,140.37
102885,2025-01-06,140.2912,140.2912
102885,2025-01-07,141.0921,141.0921
102885,2025-01-08,141.0117,141.0117
102885,2025-01-09,141.0262,141.0262
102885,2025-01-10,141.6352,141.6352
102885,2025-01-13,141.1145,141.1145
102885,2025-01-14,141.4424,141.4424
102885,2025-01-15,141.6082,141.6082
102885,2025-01-16,142.8077,142.8077
102885,2025-01-17,142.1679,142.1679
102885,2025-01-20,139.9306,139.9306
102885,2025-01-21,139.6471,139.6471
102885,2025-01-22,140.1745,140.1745
102885,2025-01-23,141.3585,141.3585
102885,2025-01-24,140.6312,140.6312
102885,2025-01-27,141.3298,141.3298
102885,2025-01-28,142.7234,142.7234
102885,2025-01-29,143.6782,143.6782
102885,2025-01-30,142.8246,142.8246
102885,2025-01-31,142.101,142.101
102885,2025-02-03,142.6817,142.6817
102885,2025-02-04,144.6682,144.6682
102885,2025-02-05,144.7596,144.7596
102885,2025-02-06,144.6384,144.6384
102885,2025-02-07,143.0989,143.0989
102885,2025-02-10,142.7463,142.7463
102885,2025-02-11,141.9859,141.9859
102885,2025-02-12,142.0908,142.0908
102885,2025-02-13,140.4137,140.4137
102885,2025-02-14,140.1087,140.1087
102885,2025-02-17,139.0275,139.0275
102885,2025-02-18,140.1744,140.1744
102885,2025-02-19,139.2634,139.2634
102885,2025-02-20,138.6837,138.6837
102885,2025-02-21,139.0762,139.0762
102885,2025-02-24,138.6319,138.6319
102885,2025-02-25,141.4096,141.4096
102885,2025-02-26,142.5648,142.5648
102885,2025-02-27,142.6585,142.6585
102885,2025-02-28,143.163,143.163
102885,2025-03-03,140.5004,140.5004
102885,2025-03-04,141.998,141.998
102885,2025-03-05,142.6681,142.6681
102885,2025-03-06,142.6563,142.6563
102885,2025-03-07,143.3928,143.3928
102885,2025-03-10,144.2772,144.2772
102885,2025-03-11,143.8603,143.8603
102885,2025-03-12,144.3833,144.3833
102885,2025-03-13,145.7038,145.7038
102885,2025-03-14,146.3231,146.3231
102885,2025-03-17,146.096,146.096
102885,2025-03-18,146.527,146.527
102885,2025-03-19,148.2715,148.2715
102885,2025-03-20,149.3034,149.3034
102885,2025-03-21,147.9644,147.9644
102885,2025-03-24,148.7538,148.7538
102885,2025-03-25,149.3851,149.3851
102885,2025-03-26,150.8938,150.8938
102885,2025-03-27,151.0123,151.0123
102885,2025-03-28,150.6339,150.6339
102885,2025-03-31,149.0325,149.0325
102885,2025-04-01,148.2636,148.2636
102885,2025-04-02,149.8148,149.8148
102885,2025-04-03,150.1353,150.1353
102885,2025-04-04,150.0901,150.0901
102885,2025-04-07,151.7693,151.7693
102885,2025-04-08,153.2086,153.2086
102885,2025-04-09,152.3668,152.3668
102885,2025-04-10,153.9522,153.9522
102885,2025-04-11,151.9537,151.9537
102885,2025-04-14,152.6053,152.6053
102885,2025-04-15,153.1114,153.1114
102885,2025-04-16,154.6396,154.6396
102885,2025-04-17,155.2029,155.2029
102885,2025-04-18,154.9723,154.9723
102885,2025-04-21,154.8422,154.8422
102885,2025-04-22,158.377,158.377
102885,2025-04-23,158.566,158.566
102885,2025-04-24,159.4254,159.4254
102885,2025-04-25,156.8893,156.8893
102885,2025-04-28,155.9103,155.9103
102885,2025-04-29,156.6548,156.6548
102885,2025-04-30,154.677,154.677
102885,2025-05-01,155.4547,155.4547
102885,2025-05-02,154.614,154.614
102885,2025-05-05,153.3896,153.3896
102885,2025-05-06,152.5555,152.5555
102885,2025-05-07,154.5556,154.5556
102885,2025-05-08,155.0581,155.0581
102885,2025-05-09,153.9858,153.9858
102885,2025-05-12,155.0466,155.0466
102885,2025-05-13,156.1842,156.1842
102885,2025-05-14,155.7776,155.7776
102885,2025-05-15,157.0871,157.0871
102885,2025-05-16,158.4693,158.4693
102885,2025-05-19,159.6603,159.6603
102885,2025-05-20,158.8637,158.8637
102885,2025-05-21,157.4184,157.4184
102885,2025-05-22,155.3312,155.3312
102885,2025-05-23,154.5793,154.5793
102885,2025-05-26,154.1939,154.1939
102885,2025-05-27,153.912,153.912
102885,2025-05-28,153.9319,153.9319
102885,2025-05-29,156.2127,156.2127
102885,2025-05-30,155.8592,155.8592
102885,2025-06-02,155.8774,155.8774
102885,2025-06-03,153.6536,153.6536
102885,2025-06-04,156.5636,156.5636
102885,2025-06-05,154.9654,154.9654
102885,2025-06-06,154.1504,154.1504
102885,2025-06-09,155.1112,155.1112
102885,2025-06-10,155.5045,155.5045
102885,2025-06-11,157.6925,157.6925
102885,2025-06-12,158.7069,158.7069
102885,2025-06-13,158.6831,158.6831
102885,2025-06-16,160.1283,160.1283
102885,2025-06-17,161.7418,161.7418
102885,2025-06-18,160.9528,160.9528
102885,2025-06-19,162.3109,162.3109
102885,2025-06-20,162.0993,162.0993
102885,2025-06-23,162.0456,162.0456
102885,2025-06-24,162.3191,162.3191
102885,2025-06-25,161.8972,161.8972
102885,2025-06-26,161.4053,161.4053
102885,2025-06-27,162.7961,162.7961
102885,2025-06-30,160.8534,160.8534
102885,2025-07-01,159.5433,159.5433
102885,2025-07-02,160.5101,160.5101
102885,2025-07-03,160.4971,160.4971
102885,2025-07-04,161.8891,161.8891
102885,2025-07-07,162.4481,162.4481
102885,2025-07-08,160.7664,160.7664
102885,2025-07-09,160.9321,160.9321
102885,2025-07-10,161.7216,161.7216
102885,2025-07-11,162.1154,162.1154
102885,2025-07-14,161.5783,161.5783
102885,2025-07-15,161.2994,161.2994
102885,2025-07-16,160.6441,160.6441
102885,2025-07-17,158.9922,158.9922
102885,2025-07-18,157.1801,157.1801
102885,2025-07-21,157.7643,157.7643
102885,2025-07-22,156.7232,156.7232
102885,2025-07-23,157.5449,157.5449
102885,2025-07-24,156.86,156.86
102885,2025-07-25,155.2623,155.2623
102885,2025-07-28,154.8243,154.8243
102885,2025-07-29,157.5839,157.5839
102885,2025-07-30,157.5418,157.5418
102885,2025-07-31,158.459,158.459
102885,2025-08-01,158.7601,158.7601
102885,2025-08-04,157.0246,157.0246
102885,2025-08-05,158.9809,158.9809
102885,2025-08-06,158.7405,158.7405
102885,2025-08-07,157.127,157.127
102885,2025-08-08,156.55,156.55
102885,2025-08-11,156.3665,156.3665
102885,2025-08-12,157.4103,157.4103
102885,2025-08-13,156.616,156.616
102885,2025-08-14,160.0956,160.0956
102885,2025-08-15,158.9536,158.9536
102885,2025-08-18,159.8347,159.8347
102885,2025-08-19,157.3529,157.3529
102885,2025-08-20,157.2747,157.2747
102885,2025-08-21,157.8297,157.8297
102885,2025-08-22,156.47,156.47
102885,2025-08-25,158.4844,158.4844
102885,2025-08-26,159.1314,159.1314
102885,2025-08-27,158.7999,158.7999
102885,2025-08-28,159.434,159.434
102885,2025-08-29,158.7431,158.7431
102885,2025-09-01,160.461,160.461
102885,2025-09-02,161.8842,161.8842
102885,2025-09-03,162.4638,162.4638
102885,2025-09-04,163.3639,163.3639
102885,2025-09-05,161.4828,161.4828
102885,2025-09-08,163.5188,163.5188
102885,2025-09-09,163.4701,163.4701
102885,2025-09-10,164.9332,164.9332
102885,2025-09-11,166.0347,166.0347
102885,2025-09-12,167.4997,167.4997
102885,2025-09-15,166.1543,166.1543
102885,2025-09-16,164.9916,164.9916
102885,2025-09-17,168.1443,168.1443
102885,2025-09-18,166.1508,166.1508
102885,2025-09-19,164.749,164.749
102885,2025-09-22,164.8924,164.8924
102885,2025-09-23,165.0383,165.0383
102885,2025-09-24,164.3948,164.3948
102885,2025-09-25,165.3116,165.3116
102885,2025-09-26,166.6232,166.6232
102885,2025-09-29,166.6844,166.6844
102885,2025-09-30,166.4042,166.4042
102885,2025-10-01,166.4597,166.4597
102885,2025-10-02,165.8686,165.8686
102885,2025-10-03,163.6622,163.6622
102885,2025-10-06,164.1507,164.1507
102885,2025-10-07,165.2686,165.2686
102885,2025-10-08,165.1456,165.1456
102885,2025-10-09,162.1942,162.1942
102885,2025-10-10,161.5199,161.5199
102885,2025-10-13,162.8063,162.8063
102885,2025-10-14,160.983,160.983
102885,2025-10-15,161.9866,161.9866
102885,2025-10-16,161.4801,161.4801
102885,2025-10-17,161.5386,161.5386
102885,2025-10-20,160.7166,160.7166
102885,2025-10-21,159.3111,159.3111
102885,2025-10-22,161.2765,161.2765
102885,2025-10-23,162.4414,162.4414
102885,2025-10-24,163.3856,163.3856
102885,2025-10-27,164.6907,164.6907
102885,2025-10-28,165.4554,165.4554
102885,2025-10-29,166.8257,166.8257
102885,2025-10-30,166.0068,166.0068
102885,2025-10-31,167.9769,167.9769
102885,2025-11-03,169.8463,169.8463
102885,2025-11-04,170.4642,170.4642
102885,2025-11-05,170.1504,170.1504
102885,2025-11-06,168.541,168.541
102885,2025-11-07,168.944,168.944
102885,2025-11-10,171.3797,171.3797
102885,2025-11-11,169.8458,169.8458
102885,2025-11-12,171.3561,171.3561
102885,2025-11-13,170.7839,170.7839
102885,2025-11-14,170.3327,170.3327
102885,2025-11-17,168.7879,168.7879
102885,2025-11-18,167.8376,167.8376
102885,2025-11-19,168.816,168.816
102885,2025-11-20,169.9731,169.9731
102885,2025-11-21,170.3896,170.3896
102885,2025-11-24,169.7797,169.7797
102885,2025-11-25,168.3391,168.3391
102885,2025-11-26,168.5112,168.5112
102885,2025-11-27,168.095,168.095
102885,2025-11-28,168.4728,168.4728
102885,2025-12-01,168.1169,168.1169
102885,2025-12-02,167.7969,167.7969
102885,2025-12-03,168.1022,168.1022
102885,2025-12-04,168.6747,168.6747
102885,2025-12-05,170.4617,170.4617
102885,2025-12-08,170.0797,170.0797
102885,2025-12-09,170.9293,170.9293
102885,2025-12-10,173.5622,173.5622
102885,2025-12-11,174.4673,174.4673
102885,2025-12-12,176.2295,176.2295
102885,2025-12-15,175.4266,175.4266
102885,2025-12-16,174.4848,174.4848
102885,2025-12-17,174.3471,174.3471
102885,2025-12-18,174.3614,174.3614
102885,2025-12-19,175.988,175.988
102885,2025-12-22,175.0297,175.0297
102885,2025-12-23,174.993,174.993
102885,2025-12-24,176.6312,176.6312
102885,2025-12-25,177.0345,177.0345
102885,2025-12-26,177.1102,177.1102
102885,2025-12-29,177.548,177.548
102885,2025-12-30,176.0069,176.0069
102885,2025-12-31,174.456,174.456
102885,2026-01-01,172.2905,172.2905
102885,2026-01-02,172.6714,172.6714
102885,2026-01-05,174.0654,174.0654
102885,2026-01-06,175.2506,175.2506
102885,2026-01-07,176.9908,176.9908
102885,2026-01-08,179.2036,179.2036
102885,2026-01-09,179.5086,179.5086
102885,2026-01-12,179.5062,179.5062
102885,2026-01-13,181.7829,181.7829
102885,2026-01-14,180.8355,180.8355
102885,2026-01-15,179.1911,179.1911
102885,2026-01-16,178.7867,178.7867
102885,2026-01-19,178.2126,178.2126
102885,2026-01-20,178.3751,178.3751
102885,2026-01-21,177.2291,177.2291
102885,2026-01-22,177.8583,177.8583
102885,2026-01-23,177.1227,177.1227
102885,2026-01-26,179.0055,179.0055
102885,2026-01-27,177.3543,177.3543
102885,2026-01-28,177.2433,177.2433
102885,2026-01-29,176.8491,176.8491
102885,2026-01-30,177.2752,177.2752
102885,2026-02-02,178.7178,178.7178
102885,2026-02-03,179.2003,179.2003
102885,2026-02-04,179.104,179.104
102885,2026-02-05,180.2137,180.2137
102885,2026-02-06,181.5558,181.5558
102885,2026-02-09,182.0504,182.0504
102885,2026-02-10,182.7234,182.7234
102885,2026-02-11,183.7884,183.7884
102885,2026-02-12,181.4243,181.4243
102885,2026-02-13,180.9972,180.9972
102885,2026-02-16,181.6494,181.6494
102885,2026-02-17,181.3096,181.3096
102885,2026-02-18,180.9756,180.9756
102885,2026-02-19,181.6258,181.6258
102885,2026-02-20,182.3122,182.3122
102885,2026-02-23,183.1053,183.1053
102885,2026-02-24,182.0151,182.0151
102885,2026-02-25,180.0068,180.0068
102885,2026-02-26,181.29,181.29
102885,2026-02-27,180.2841,180.2841
102885,2026-03-02,179.1823,179.1823
102885,2026-03-03,177.9558,177.9558
102885,2026-03-04,179.7338,179.7338
102885,2026-03-05,180.1391,180.1391
102885,2026-03-06,180.7383,180.7383
102885,2026-03-09,181.8556,181.8556
102885,2026-03-10,181.8863,181.8863
102885,2026-03-11,183.4956,183.4956
102885,2026-03-12,181.7998,181.7998
102885,2026-03-13,180.2836,180.2836
102885,2026-03-16,178.6994,178.6994
102885,2026-03-17,179.4101,179.4101
102885,2026-03-18,180.2487,180.2487
102885,2026-03-19,179.6451,179.6451
102885,2026-03-20,179.396,179.396
102885,2026-03-23,181.3622,181.3622
102885,2026-03-24,180.4268,180.4268
102885,2026-03-25,180.9571,180.9571
102885,2026-03-26,180.0367,180.0367
102885,2026-03-27,181.7535,181.7535
102885,2026-03-30,182.7856,182.7856
102885,2026-03-31,180.7968,180.7968
102885,2026-04-01,180.5041,180.5041
102885,2026-04-02,177.5485,177.5485
102885,2026-04-03,178.9549,178.9549
102885,2026-04-06,182.0745,182.0745
102885,2026-04-07,178.9445,178.9445
102885,2026-04-08,176.9566,176.9566
102885,2026-04-09,177.2907,177.2907
102885,2026-04-10,177.3553,177.3553
102885,2026-04-13,176.8508,176.8508
102885,2026-04-14,174.4421,174.4421
102885,2026-04-15,174.995,174.995
102885,2026-04-16,176.3625,176.3625
102885,2026-04-17,180.6158,180.6158
102885,2026-04-20,182.654,182.654
102885,2026-04-21,180.8149,180.8149
102885,2026-04-22,180.8906,180.8906
102885,2026-04-23,181.8636,181.8636
102885,2026-04-24,180.9347,180.9347
102885,2026-04-27,182.1881,182.1881
102885,2026-04-28,183.3352,183.3352
102885,2026-04-29,185.2979,185.2979
102885,2026-04-30,186.6155,186.6155
102885,2026-05-01,187.1483,187.1483
102885,2026-05-04,186.2692,186.2692
102885,2026-05-05,184.4023,184.4023
102885,2026-05-06,184.8286,184.8286
102885,2026-05-07,184.3135,184.3135
102885,2026-05-08,183.9452,183.9452
102885,2026-05-11,185.7386,185.7386
102885,2026-05-12,187.9295,187.9295
102885,2026-05-13,186.1339,186.1339
102885,2026-05-14,185.9092,185.9092
102885,2026-05-15,185.3465,185.3465
102885,2026-05-18,185.921,185.921
102885,2026-05-19,182.5964,182.5964
102885,2026-05-20,180.5181,180.5181
102885,2026-05-21,180.4376,180.4376
102885,2026-05-22,181.6966,181.6966
102885,2026-05-25,181.9025,181.9025
102885,2026-05-26,182.9999,182.9999
102885,2026-05-27,183.3905,183.3905
102885,2026-05-28,185.4129,185.4129
102885,2026-05-29,187.7797,187.7797
102886,2022-01-03,119.2905,119.2905
102886,2022-01-04,120.6402,120.6402
102886,2022-01-05,121.458,121.458
102886,2022-01-06,125.2386,125.2386
102886,2022-01-07,124.1321,124.1321
102886,2022-01-10,124.0425,124.0425
102886,2022-01-11,122.602,122.602
102886,2022-01-12,121.2644,121.2644
102886,2022-01-13,121.9075,121.9075
102886,2022-01-14,122.2902,122.2902
102886,2022-01-17,123.1684,123.1684
102886,2022-01-18,124.0206,124.0206
102886,2022-01-19,123.7548,123.7548
102886,2022-01-20,123.4793,123.4793
102886,2022-01-21,122.1352,122.1352
102886,2022-01-24,121.1963,121.1963
102886,2022-01-25,121.1957,121.1957
102886,2022-01-26,121.5638,121.5638
102886,2022-01-27,122.6851,122.6851
102886,2022-01-28,123.6658,123.6658
102886,2022-01-31,126.0772,126.0772
102886,2022-02-01,124.702,124.702
102886,2022-02-02,124.4392,124.4392
102886,2022-02-03,123.2107,123.2107
102886,2022-02-04,125.1932,125.1932
102886,2022-02-07,124.5265,124.5265
102886,2022-02-08,126.3452,126.3452
102886,2022-02-09,128.6481,128.6481
102886,2022-02-10,129.3735,129.3735
102886,2022-02-11,129.9157,129.9157
102886,2022-02-14,130.0635,130.0635
102886,2022-02-15,129.6583,129.6583
102886,2022-02-16,129.0683,129.0683
102886,2022-02-17,128.9277,128.9277
102886,2022-02-18,131.8628,131.8628
102886,2022-02-21,130.3166,130.3166
102886,2022-02-22,130.7243,130.7243
102886,2022-02-23,131.931,131.931
102886,2022-02-24,131.5714,131.5714
102886,2022-02-25,132.3175,132.3175
102886,2022-02-28,130.0437,130.0437
102886,2022-03-01,132.2117,132.2117
102886,2022-03-02,134.1043,134.1043
102886,2022-03-03,134.0368,134.0368
102886,2022-03-04,132.7222,132.7222
102886,2022-03-07,134.0781,134.0781
102886,2022-03-08,132.3375,132.3375
102886,2022-03-09,130.844,130.844
102886,2022-03-10,130.8484,130.8484
102886,2022-03-11,133.3374,133.3374
102886,2022-03-14,134.4543,134.4543
102886,2022-03-15,133.5072,133.5072
102886,2022-03-16,130.9345,130.9345
102886,2022-03-17,131.088,131.088
102886,2022-03-18,131.5718,131.5718
102886,2022-03-21,131.5459,131.5459
102886,2022-03-22,134.5117,134.5117
102886,2022-03-23,134.3901,134.3901
102886,2022-03-24,130.8572,130.8572
102886,2022-03-25,130.309,130.309
102886,2022-03-28,131.1084,131.1084
102886,2022-03-29,131.8059,131.8059
102886,2022-03-30,131.6162,131.6162
102886,2022-03-31,131.1666,131.1666
102886,2022-04-01,128.1511,128.1511
102886,2022-04-04,128.3693,128.3693
102886,2022-04-05,127.9363,127.9363
102886,2022-04-06,128.4052,128.4052
102886,2022-04-07,129.2496,129.2496
102886,2022-04-08,131.2724,131.2724
102886,2022-04-11,129.8671,129.8671
102886,2022-04-12,127.9576,127.9576
102886,2022-04-13,127.1673,127.1673
102886,2022-04-14,126.1377,126.1377
102886,2022-04-15,124.982,124.982
102886,2022-04-18,127.248,127.248
102886,2022-04-19,127.5603,127.5603
102886,2022-04-20,130.6956,130.6956
102886,2022-04-21,130.779,130.779
102886,2022-04-22,129.0445,129.0445
102886,2022-04-25,127.8885,127.8885
102886,2022-04-26,129.5537,129.5537
102886,2022-04-27,127.8936,127.8936
102886,2022-04-28,128.8373,128.8373
102886,2022-04-29,128.375,128.375
102886,2022-05-02,127.0399,127.0399
102886,2022-05-03,129.2529,129.2529
102886,2022-05-04,128.4322,128.4322
102886,2022-05-05,127.2521,127.2521
102886,2022-05-06,127.2178,127.2178
102886,2022-05-09,126.5316,126.5316
102886,2022-05-10,130.0186,130.0186
102886,2022-05-11,131.7681,131.7681
102886,2022-05-12,130.9281,130.9281
102886,2022-05-13,130.2732,130.2732
102886,2022-05-16,127.248,127.248
102886,2022-05-17,127.5434,127.5434
102886,2022-05-18,126.4934,126.4934
102886,2022-05-19,126.7122,126.7122
102886,2022-05-20,123.8484,123.8484
102886,2022-05-23,123.8923,123.8923
102886,2022-05-24,126.5223,126.5223
102886,2022-05-25,126.6898,126.6898
102886,2022-05-26,125.6052,125.6052
102886,2022-05-27,125.6592,125.6592
102886,2022-05-30,125.6473,125.6473
102886,2022-05-31,129.0742,129.0742
102886,2022-06-01,128.6478,128.6478
102886,2022-06-02,126.8938,126.8938
102886,2022-06-03,127.0121,127.0121
102886,2022-06-06,127.3956,127.3956
102886,2022-06-07,128.3424,128.3424
102886,2022-06-08,129.596,129.596
102886,2022-06-09,132.7546,132.7546
102886,2022-06-10,131.9004,131.9004
102886,2022-06-13,130.9093,130.9093
102886,2022-06-14,128.1226,128.1226
102886,2022-06-15,129.2284,129.2284
102886,2022-06-16,127.9495,127.9495
102886,2022-06-17,129.4097,129.4097
102886,2022-06-20,128.7373,128.7373
102886,2022-06-21,131.5131,131.5131
102886,2022-06-22,129.3631,129.3631
102886,2022-06-23,131.0451,131.0451
102886,2022-06-24,132.5598,132.5598
102886,2022-06-27,133.4879,133.4879
102886,2022-06-28,131.8036,131.8036
102886,2022-06-29,132.7337,132.7337
102886,2022-06-30,133.0252,133.0252
102886,2022-07-01,130.2306,130.2306
102886,2022-07-04,132.7718,132.7718
102886,2022-07-05,132.313,132.313
102886,2022-07-06,134.7705,134.7705
102886,2022-07-07,134.7523,134.7523
102886,2022-07-08,136.438,136.438
102886,2022-07-11,135.1327,135.1327
102886,2022-07-12,135.5714,135.5714
102886,2022-07-13,135.8968,135.8968
102886,2022-07-14,135.4628,135.4628
102886,2022-07-15,134.1513,134.1513
102886,2022-07-18,129.4036,129.4036
102886,2022-07-19,128.1868,128.1868
102886,2022-07-20,129.3533,129.3533
102886,2022-07-21,127.2969,127.2969
102886,2022-07-22,125.5842,125.5842
102886,2022-07-25,123.5292,123.5292
102886,2022-07-26,123.922,123.922
102886,2022-07-27,122.6867,122.6867
102886,2022-07-28,124.5758,124.5758
102886,2022-07-29,125.7608,125.7608
102886,2022-08-01,126.1475,126.1475
102886,2022-08-02,126.6926,126.6926
102886,2022-08-03,125.6257,125.6257
102886,2022-08-04,124.5682,124.5682
102886,2022-08-05,125.7176,125.7176
102886,2022-08-08,127.1853,127.1853
